generic_name,source_name,source_url,review_status,source_status,common_uses_semantic_score,safety_warning_semantic_score,missing_common_tokens,missing_common_concepts,missing_safety_tokens,missing_safety_concepts,flags
macrogol,NHS Medicines A to Z,https://www.nhs.uk/medicines/macrogol/,nhs_url_matched_needs_text_review,fetched,1.0,1.0,,,continues;pain;severe;stool,,ok
bisacodyl,NHS Medicines A to Z,https://www.nhs.uk/medicines/bisacodyl/,nhs_url_matched_needs_text_review,fetched,1.0,0.333,,,blood;continues;pain;severe;stomach;stool;vomiting,nausea_vomiting;pain_fever,review_safety_warning
loperamide,NHS Medicines A to Z,https://www.nhs.uk/medicines/loperamide/,nhs_url_matched_needs_text_review,fetched,1.0,0.5,short;term,,blood;continues;dehydration;fever;pain;severe;there,pain_fever,ok
ondansetron,BNF Drugs A to Z,https://bnf.nice.org.uk/drugs/ondansetron/,bnf_url_matched_needs_text_review,fetched,1.0,1.0,,,heart;interacting;problems;rhythm,,ok
metoclopramide,NHS Medicines A to Z,https://www.nhs.uk/medicines/metoclopramide/,nhs_url_matched_needs_text_review,fetched,1.0,1.0,emptying;problems;stomach,,cause;everyone;movement;suitable,,ok
domperidone,NHS Medicines A to Z,https://www.nhs.uk/medicines/domperidone/,nhs_url_matched_needs_text_review,fetched,1.0,0.0,emptying;problems;stomach,,heart;interactions;rhythm;risks;supplied,heart_rhythm,review_safety_warning
hyoscine hydrobromide,NHS Medicines A to Z,https://www.nhs.uk/medicines/hyoscine-hydrobromide/,nhs_url_matched_needs_text_review,fetched,1.0,0.0,nausea,,blurred;cause;drowsiness;may;unsure;vision,drowsiness,review_safety_warning
mebeverine,NHS Medicines A to Z,https://www.nhs.uk/medicines/mebeverine/,nhs_url_matched_needs_text_review,fetched,1.0,0.0,,,continue;new;severe;symptoms,,review_safety_warning
amoxicillin,NHS Medicines A to Z,https://www.nhs.uk/medicines/amoxicillin/,nhs_url_matched_needs_text_review,fetched,1.0,1.0,,,allergies;antibiotics;serious;viral,,ok
co-amoxiclav,NHS Medicines A to Z,https://www.nhs.uk/medicines/co-amoxiclav/,nhs_url_matched_needs_text_review,fetched,1.0,1.0,,,allergies;viral,,ok
flucloxacillin,NHS Medicines A to Z,https://www.nhs.uk/medicines/flucloxacillin/,nhs_url_matched_needs_text_review,fetched,1.0,1.0,bacterial;soft;tissue,,allergies;antibiotics;serious;viral,,ok
phenoxymethylpenicillin,NHS Medicines A to Z,https://www.nhs.uk/medicines/phenoxymethylpenicillin/,nhs_url_matched_needs_text_review,fetched,1.0,1.0,bacterial;such;throat,,allergies;antibiotics;serious;viral,,ok
clarithromycin,NHS Medicines A to Z,https://www.nhs.uk/medicines/clarithromycin/,nhs_url_matched_needs_text_review,fetched,1.0,0.333,,,interactions;possible,,review_safety_warning
azithromycin,NHS Medicines A to Z,https://www.nhs.uk/medicines/azithromycin/,nhs_url_matched_needs_text_review,fetched,1.0,0.25,,,heart;problems;rhythm,heart_rhythm,review_safety_warning
doxycycline,NHS Medicines A to Z,https://www.nhs.uk/medicines/doxycycline/,nhs_url_matched_needs_text_review,fetched,1.0,1.0,prevention;uses,,using,,ok
nitrofurantoin,NHS Medicines A to Z,https://www.nhs.uk/medicines/nitrofurantoin/,nhs_url_matched_needs_text_review,fetched,1.0,1.0,,,pregnant;problems,,ok
trimethoprim,NHS Medicines A to Z,https://www.nhs.uk/medicines/trimethoprim/,nhs_url_matched_needs_text_review,fetched,1.0,1.0,,,pregnant,,ok
cefalexin,NHS Medicines A to Z,https://www.nhs.uk/medicines/cefalexin/,nhs_url_matched_needs_text_review,fetched,1.0,1.0,bacterial,,allergies;antibiotics;serious;treat;viral,,ok
ciprofloxacin,NHS Medicines A to Z,https://www.nhs.uk/medicines/ciprofloxacin/,nhs_url_matched_needs_text_review,fetched,1.0,0.0,,,heart;interaction;mood;nerve;rhythm;risks;tendon,depression_anxiety;heart_rhythm,review_safety_warning
metronidazole,NHS Medicines A to Z,https://www.nhs.uk/medicines/metronidazole/,nhs_url_matched_needs_text_review,fetched,1.0,0.0,parasitic,,advised;alcohol;avoid;interactions,,review_safety_warning
clindamycin,BNF Drugs A to Z,https://bnf.nice.org.uk/drugs/clindamycin/,bnf_url_matched_needs_text_review,fetched,1.0,1.0,,,medical,,ok
mupirocin,BNF Drugs A to Z,https://bnf.nice.org.uk/drugs/mupirocin/,bnf_url_matched_needs_text_review,fetched,1.0,0.0,,,directed;spread;symptoms;worsen,,review_safety_warning
acyclovir,BNF Drugs A to Z,https://bnf.nice.org.uk/drugs/aciclovir/,bnf_url_matched_needs_text_review,fetched,1.0,0.5,such,,directed;symptoms,,ok
valaciclovir,BNF Drugs A to Z,https://bnf.nice.org.uk/drugs/valaciclovir/,bnf_url_matched_needs_text_review,fetched,1.0,0.0,cold;shingles;sores;such;virus,,unsure,,review_safety_warning
oseltamivir,BNF Drugs A to Z,https://bnf.nice.org.uk/drugs/oseltamivir/,bnf_url_matched_needs_text_review,fetched,0.5,0.429,people,,substitute;supplied;unwell;urgent,,ok
fluconazole,NHS Medicines A to Z,https://www.nhs.uk/medicines/fluconazole/,nhs_url_matched_needs_text_review,fetched,1.0,1.0,such,,interactions;possible;pregnant,,ok
clotrimazole,NHS Medicines A to Z,https://www.nhs.uk/medicines/clotrimazole/,nhs_url_matched_needs_text_review,fetched,1.0,0.0,depending;product;thrush,,continue;symptoms;unsure,,review_safety_warning
miconazole,BNF Drugs A to Z,https://bnf.nice.org.uk/drugs/miconazole/,bnf_url_matched_needs_text_review,fetched,1.0,0.25,depending;product;vagina,,continue;taking;warfarin,,review_safety_warning
terbinafine,NHS Medicines A to Z,https://www.nhs.uk/medicines/terbinafine/,nhs_url_matched_needs_text_review,fetched,1.0,0.0,,,should;tablets;taken;unsure,,review_safety_warning
sertraline,NHS Medicines A to Z,https://www.nhs.uk/medicines/sertraline/,nhs_url_matched_needs_text_review,fetched,1.0,1.0,,,changes;harm;seek;self;unsure,,ok
fluoxetine,NHS Medicines A to Z,https://www.nhs.uk/medicines/fluoxetine-prozac/,nhs_url_matched_needs_text_review,fetched,1.0,1.0,anxiety;related,,harm;seek;self;severe;unsure,,ok
citalopram,NHS Medicines A to Z,https://www.nhs.uk/medicines/citalopram/,nhs_url_matched_needs_text_review,fetched,1.0,1.0,,,changes;harm;help;seek;self;severe;thoughts;unsure;urgent,,ok
escitalopram,NHS Medicines A to Z,https://www.nhs.uk/medicines/escitalopram/,nhs_url_matched_needs_text_review,fetched,1.0,1.0,disorders,,changes;harm;mood;seek;self;severe;thoughts;unsure;urgent,,ok
paroxetine,NHS Medicines A to Z,https://www.nhs.uk/medicines/paroxetine/,nhs_url_matched_needs_text_review,fetched,1.0,1.0,,,changes;harm;mood;seek;self;severe;thoughts;unsure;urgent,,ok
venlafaxine,NHS Medicines A to Z,https://www.nhs.uk/medicines/venlafaxine/,nhs_url_matched_needs_text_review,fetched,1.0,1.0,,,changes;harm;help;mood;seek;self;severe;thoughts;unsure;urgent,,ok
duloxetine,NHS Medicines A to Z,https://www.nhs.uk/medicines/duloxetine/,nhs_url_matched_needs_text_review,fetched,1.0,1.0,,,changes;harm;mood;seek;self;severe;thoughts;unsure;urgent,,ok
mirtazapine,NHS Medicines A to Z,https://www.nhs.uk/medicines/mirtazapine/,nhs_url_matched_needs_text_review,fetched,1.0,0.5,,,cause;changes;drowsiness;harm;mood;seek;self;severe;thoughts;urgent;weight,drowsiness,ok
trazodone,NHS Medicines A to Z,https://www.nhs.uk/medicines/trazodone/,nhs_url_matched_needs_text_review,fetched,1.0,0.25,problems;sleep;sometimes,,cause;drowsiness;interactions,drowsiness,review_safety_warning
quetiapine,NHS Medicines A to Z,https://www.nhs.uk/medicines/quetiapine/,nhs_url_matched_needs_text_review,fetched,1.0,1.0,add;treatment;uses,,monitoring;needs,,ok
olanzapine,NHS Medicines A to Z,https://www.nhs.uk/medicines/olanzapine/,nhs_url_matched_needs_text_review,fetched,0.857,0.5,uses,,cause;drowsiness;metabolic;monitoring;need,drowsiness,ok
risperidone,NHS Medicines A to Z,https://www.nhs.uk/medicines/risperidone/,nhs_url_matched_needs_text_review,fetched,0.857,0.0,uses,,unsure,,review_safety_warning
aripiprazole,NHS Medicines A to Z,https://www.nhs.uk/medicines/aripiprazole/,nhs_url_matched_needs_text_review,fetched,0.857,0.0,uses,,unsure,,review_safety_warning
diazepam,NHS Medicines A to Z,https://www.nhs.uk/medicines/diazepam/,nhs_url_matched_needs_text_review,fetched,1.0,1.0,depending;sedation,,dependence;drowsiness;interactions;opioids,,ok
lorazepam,NHS Medicines A to Z,https://www.nhs.uk/medicines/lorazepam/,nhs_url_matched_needs_text_review,fetched,0.333,0.0,depending;prescription;sedation;seizures;short;term,drowsiness;epilepsy,alcohol;cause;dangerous;dependence;drowsiness;interactions;opioids,drowsiness,review_common_uses;review_safety_warning
zopiclone,NHS Medicines A to Z,https://www.nhs.uk/medicines/zopiclone/,nhs_url_matched_needs_text_review,fetched,0.5,0.0,short;term,,cause;day;dependence;drowsiness;impairment;next,drowsiness,review_safety_warning
zolpidem,NHS Medicines A to Z,https://www.nhs.uk/medicines/zolpidem/,nhs_url_matched_needs_text_review,fetched,0.5,0.0,short;term,,cause;day;dependence;drowsiness;impairment;next,drowsiness,review_safety_warning
methylphenidate,BNF Drugs A to Z,https://bnf.nice.org.uk/drugs/methylphenidate-hydrochloride/,bnf_url_matched_needs_text_review,fetched,0.833,0.2,sometimes,,everyone;medical;needs;suitable,,review_safety_warning
lisdexamfetamine,BNF Drugs A to Z,https://bnf.nice.org.uk/drugs/lisdexamfetamine-mesilate/,bnf_url_matched_needs_text_review,fetched,1.0,0.2,,,everyone;medical;needs;suitable,,review_safety_warning
atomoxetine,BNF Drugs A to Z,https://bnf.nice.org.uk/drugs/atomoxetine/,bnf_url_matched_needs_text_review,fetched,1.0,1.0,,,changes;heart;occur,,ok
lamotrigine,NHS Medicines A to Z,https://www.nhs.uk/medicines/lamotrigine/,nhs_url_matched_needs_text_review,fetched,1.0,1.0,,,seek;signs,,ok
levetiracetam,NHS Medicines A to Z,https://www.nhs.uk/medicines/levetiracetam/,nhs_url_matched_needs_text_review,fetched,1.0,0.0,,,behaviour;changes;mood;occur,depression_anxiety,review_safety_warning
sodium valproate,NHS Medicines A to Z,https://www.nhs.uk/medicines/sodium-valproate/,nhs_url_matched_needs_text_review,fetched,1.0,0.5,cases;prevention,,baby;harm;has;prevention;rules;seriously;strict;unborn,contraception,ok
carbamazepine,NHS Medicines A to Z,https://www.nhs.uk/medicines/carbamazepine/,nhs_url_matched_needs_text_review,fetched,1.0,0.0,,,blood;has;important;interactions;may;monitoring;need,,review_safety_warning
phenytoin,BNF Drugs A to Z,https://bnf.nice.org.uk/drugs/phenytoin/,bnf_url_matched_needs_text_review,fetched,1.0,0.6,,,many;needs,,ok
topiramate,NHS Medicines A to Z,https://www.nhs.uk/medicines/topiramate/,nhs_url_matched_needs_text_review,fetched,1.0,0.0,prevention,,affect;baby;harm;may;mood;thinking;unborn;vision,depression_anxiety,review_safety_warning
donepezil,NHS Medicines A to Z,https://www.nhs.uk/medicines/donepezil/,nhs_url_matched_needs_text_review,fetched,0.75,0.0,symptoms,,unsure,,review_safety_warning
memantine,NHS Medicines A to Z,https://www.nhs.uk/medicines/memantine/,nhs_url_matched_needs_text_review,fetched,0.75,0.0,symptoms,,unsure,,review_safety_warning
levodopa co-careldopa,BNF Drugs A to Z,https://bnf.nice.org.uk/drugs/co-careldopa/,bnf_url_matched_needs_text_review,fetched,1.0,0.0,,,formulation;matter;timing;unsure,,review_safety_warning
levodopa co-beneldopa,BNF Drugs A to Z,https://bnf.nice.org.uk/drugs/co-beneldopa/,bnf_url_matched_needs_text_review,fetched,1.0,0.0,,,formulation;matter;timing;unsure,,review_safety_warning
ropinirole,NHS Medicines A to Z,https://www.nhs.uk/medicines/ropinirole/,nhs_url_matched_needs_text_review,fetched,1.0,0.0,,,changes;control;impulse;mood;sleepiness,depression_anxiety,review_safety_warning
pramipexole,BNF Drugs A to Z,https://bnf.nice.org.uk/drugs/pramipexole/,bnf_url_matched_needs_text_review,fetched,1.0,1.0,,,mood,,ok
tamsulosin,NHS Medicines A to Z,https://www.nhs.uk/medicines/tamsulosin/,nhs_url_matched_needs_text_review,fetched,1.0,0.0,urinary,,cause;dizziness;everyone;suitable,,review_safety_warning
finasteride,NHS Medicines A to Z,https://www.nhs.uk/medicines/finasteride/,nhs_url_matched_needs_text_review,fetched,1.0,1.0,depending;enlarged;male;pattern;product,,avoid;broken;handling;people;pregnant;should;supplied;tablets,,ok
solifenacin,NHS Medicines A to Z,https://www.nhs.uk/medicines/solifenacin/,nhs_url_matched_needs_text_review,fetched,1.0,0.667,,,constipation;glaucoma;retention;severe,glaucoma_eye,ok
oxybutynin,NHS Medicines A to Z,https://www.nhs.uk/medicines/oxybutynin/,nhs_url_matched_needs_text_review,fetched,1.0,0.5,leakage,,blurred;cause;constipation;drowsiness;dry;mouth;vision,drowsiness,ok
mirabegron,NHS Medicines A to Z,https://www.nhs.uk/medicines/mirabegron/,nhs_url_matched_needs_text_review,fetched,1.0,0.0,,,blood;heart;high;pressure;problems,blood_pressure,review_safety_warning
sildenafil,NHS Medicines A to Z,https://www.nhs.uk/medicines/sildenafil-viagra/,nhs_url_matched_needs_text_review,fetched,1.0,1.0,arterial;depending;product,,blood;eye;heart;nitrate;pressure,,ok
tadalafil,NHS Medicines A to Z,https://www.nhs.uk/medicines/tadalafil/,nhs_url_matched_needs_text_review,fetched,1.0,1.0,depending;product;urinary,,,,ok
ethinylestradiol levonorgestrel,BNF Drugs A to Z,https://bnf.nice.org.uk/drugs/ethinylestradiol-with-levonorgestrel/,bnf_url_matched_needs_text_review,fetched,1.0,1.0,,,clot;supplied,,ok
desogestrel,BNF Drugs A to Z,https://bnf.nice.org.uk/drugs/desogestrel/,bnf_url_matched_needs_text_review,fetched,1.0,0.6,,,supplied;unsure,,ok
levonorgestrel,BNF Drugs A to Z,https://bnf.nice.org.uk/drugs/levonorgestrel/,bnf_url_matched_needs_text_review,fetched,1.0,0.833,,,unsure,,ok
medroxyprogesterone,BNF Drugs A to Z,https://bnf.nice.org.uk/drugs/medroxyprogesterone-acetate/,bnf_url_matched_needs_text_review,fetched,1.0,1.0,hormone,,considerations;health,,ok
estradiol,BNF Drugs A to Z,https://bnf.nice.org.uk/drugs/estradiol/,bnf_url_matched_needs_text_review,fetched,0.714,0.25,depending;product,,correct;product;supplied,,review_safety_warning
progesterone,BNF Drugs A to Z,https://bnf.nice.org.uk/drugs/progesterone/,bnf_url_matched_needs_text_review,fetched,1.0,0.0,fertility;uses,,unsure,,review_safety_warning
ferrous sulfate,NHS Medicines A to Z,https://www.nhs.uk/medicines/ferrous-sulfate/,nhs_url_matched_needs_text_review,fetched,0.75,0.25,replacement,,away;dangerous;keep;overdose;tablets;unsure,,review_safety_warning
folic acid,NHS Medicines A to Z,https://www.nhs.uk/medicines/folic-acid/,nhs_url_matched_needs_text_review,fetched,1.0,0.667,supplementation,,especially;treating,,ok
cyanocobalamin,NHS Medicines A to Z,https://www.nhs.uk/medicines/cyanocobalamin/,nhs_url_matched_needs_text_review,fetched,1.0,0.143,,,especially;nerve;present;problems;symptoms;unsure,,review_safety_warning
colecalciferol,NHS Medicines A to Z,https://www.nhs.uk/medicines/colecalciferol/,nhs_url_matched_needs_text_review,fetched,1.0,0.5,bone,,calcium;especially;kidney;unsure,kidney,ok
colecalciferol,NHS Medicines A to Z,https://www.nhs.uk/medicines/colecalciferol/,nhs_url_matched_needs_text_review,fetched,1.0,0.5,bone;calcium;plus;replacement,,calcium;high;interacting;kidney;problems,kidney,ok
alendronic acid,NHS Medicines A to Z,https://www.nhs.uk/medicines/alendronic-acid/,nhs_url_matched_needs_text_review,fetched,1.0,0.0,bone;fracture;prevention;thinning,,avoid;correctly;everyone;irritation;must;suitable;taken;throat,,review_safety_warning
risedronate,BNF Drugs A to Z,https://bnf.nice.org.uk/drugs/risedronate-sodium/,bnf_url_matched_needs_text_review,fetched,1.0,0.25,thinning,,correctly;everyone;must;suitable;taken;throat,,review_safety_warning
allopurinol,NHS Medicines A to Z,https://www.nhs.uk/medicines/allopurinol/,nhs_url_matched_needs_text_review,fetched,1.0,0.0,acid;lowering;prevention;uric,,advice;allergic;rash;seek;symptoms;urgent,allergy;eczema_skin,review_safety_warning
colchicine,NHS Medicines A to Z,https://www.nhs.uk/medicines/colchicine/,nhs_url_matched_needs_text_review,fetched,1.0,0.0,flare;inflammatory;treatment,,doses;high;interacts;supplied;toxic,,review_safety_warning
methotrexate,NHS Medicines A to Z,https://www.nhs.uk/medicines/methotrexate/,nhs_url_matched_needs_text_review,fetched,1.0,0.0,cancers;depending;dose;product,,dangerous;dosing;monitoring;needed;regular;wrong,,review_safety_warning
hydroxychloroquine,NHS Medicines A to Z,https://www.nhs.uk/medicines/hydroxychloroquine/,nhs_url_matched_needs_text_review,fetched,1.0,0.667,inflammatory,,monitoring;term,,ok
sulfasalazine,NHS Medicines A to Z,https://www.nhs.uk/medicines/sulfasalazine/,nhs_url_matched_needs_text_review,fetched,1.0,0.0,,,allergies;blood;may;monitoring;needed;occur,,review_safety_warning
azathioprine,NHS Medicines A to Z,https://www.nhs.uk/medicines/azathioprine/,nhs_url_matched_needs_text_review,fetched,0.8,0.0,uses,,blood;infection;may;monitoring;needed;precautions,infection,review_safety_warning
mesalazine,NHS Medicines A to Z,https://www.nhs.uk/medicines/mesalazine/,nhs_url_matched_needs_text_review,fetched,1.0,0.0,,,symptoms;worsen,,review_safety_warning
isotretinoin,BNF Drugs A to Z,https://bnf.nice.org.uk/drugs/isotretinoin/,bnf_url_matched_needs_text_review,fetched,1.0,0.25,,,baby;harm;needs;seriously;strict;unborn,,review_safety_warning
adapalene,BNF Drugs A to Z,https://bnf.nice.org.uk/drugs/adapalene/,bnf_url_matched_needs_text_review,fetched,1.0,1.0,,,clinician;directed;safe;says;unless,,ok
benzoyl peroxide,NHS Medicines A to Z,https://www.nhs.uk/medicines/benzoyl-peroxide/,nhs_url_matched_needs_text_review,fetched,1.0,1.0,,,bleach;directed;fabrics;irritate,,ok
hydrocortisone cream,NHS Medicines A to Z,https://www.nhs.uk/medicines/hydrocortisone-skin-cream/,nhs_url_matched_needs_text_review,fetched,1.0,1.0,flares,,broken;directed;genitals,,ok
betamethasone,BNF Drugs A to Z,https://bnf.nice.org.uk/drugs/betamethasone/,bnf_url_matched_needs_text_review,fetched,1.0,1.0,,,creams,,ok
mometasone,BNF Drugs A to Z,https://bnf.nice.org.uk/drugs/mometasone-furoate/,bnf_url_matched_needs_text_review,fetched,1.0,0.75,allergy;depending;inflammation;product,,directed,,ok
fusidic acid,NHS Medicines A to Z,https://www.nhs.uk/medicines/fusidic-acid/,nhs_url_matched_needs_text_review,fetched,1.0,0.0,,,spread;symptoms;worsen,,review_safety_warning
chlorhexidine,NHS Medicines A to Z,https://www.nhs.uk/medicines/chlorhexidine/,nhs_url_matched_needs_text_review,fetched,1.0,0.0,antisepsis;depending;product;wound,,differ;directed;ears;eyes;products;should;specifically;unless,,review_safety_warning
lidocaine,BNF Drugs A to Z,https://bnf.nice.org.uk/drugs/lidocaine-hydrochloride/,bnf_url_matched_needs_text_review,fetched,1.0,0.333,depending;itching;mouth;numbing;procedures;product;symptoms,,differ;directed;much;products,,review_safety_warning
latanoprost,NHS Medicines A to Z,https://www.nhs.uk/medicines/latanoprost/,nhs_url_matched_needs_text_review,fetched,0.5,0.143,hypertension;lowering;ocular,blood_pressure,changes;irritation;occur;pain;severe;vision,pain_fever,review_safety_warning
timolol eye drops,NHS Medicines A to Z,https://www.nhs.uk/medicines/timolol-eye-drops/,nhs_url_matched_needs_text_review,fetched,1.0,0.0,lowering,,asthma;breathing;exist;heart;problems;pulse,asthma_breathing,review_safety_warning
dorzolamide,BNF Drugs A to Z,https://bnf.nice.org.uk/drugs/dorzolamide/,bnf_url_matched_needs_text_review,fetched,1.0,0.0,lowering,,unsure,,review_safety_warning
chloramphenicol,NHS Medicines A to Z,https://www.nhs.uk/medicines/chloramphenicol/,nhs_url_matched_needs_text_review,fetched,1.0,0.0,depending;product,,changes;directed;pain;symptoms;vision;worsen,pain_fever,review_safety_warning
