generic_name,brand_names,common_uses,safety_warning,source_name,source_url,last_checked,review_status,notes
duloxetine,Cymbalta,depression anxiety and some nerve pain conditions,Take only if prescribed. Ask a pharmacist or doctor if unsure and seek urgent help for severe mood changes or thoughts of self-harm,NHS Medicines A to Z,https://www.nhs.uk/medicines/duloxetine/,12/06/2026,nhs_url_matched_needs_text_review,SNRI
mirtazapine,Zispin;Remeron,depression,Take only if prescribed. Can cause drowsiness and weight changes. Seek urgent help for severe mood changes or thoughts of self-harm.,NHS Medicines A to Z,https://www.nhs.uk/medicines/mirtazapine/,12/06/2026,nhs_url_matched_needs_text_review,Antidepressant
trazodone,Molipaxin;Desyrel,depression and sometimes sleep problems when prescribed,Take only if prescribed. Can cause drowsiness and interactions with other medicines. See the patient information leaflet for additional safety information.,NHS Medicines A to Z,https://www.nhs.uk/medicines/trazodone/,12/06/2026,nhs_url_matched_needs_text_review,Antidepressant
quetiapine,Seroquel,schizophrenia bipolar disorder depression add-on treatment and other prescribed uses,Take only if prescribed. Can cause drowsiness and needs medical monitoring.,NHS Medicines A to Z,https://www.nhs.uk/medicines/quetiapine/,12/06/2026,nhs_url_matched_needs_text_review,Antipsychotic
olanzapine,Zyprexa,schizophrenia bipolar disorder and other prescribed mental health uses,Take only if prescribed. Can cause drowsiness and metabolic side effects that need monitoring.,NHS Medicines A to Z,https://www.nhs.uk/medicines/olanzapine/,12/06/2026,nhs_url_matched_needs_text_review,Antipsychotic
risperidone,Risperdal,schizophrenia bipolar disorder and some other prescribed mental health uses,Take only if prescribed and ask a pharmacist or doctor if unsure. See the patient information leaflet for additional safety information.,NHS Medicines A to Z,https://www.nhs.uk/medicines/risperidone/,12/06/2026,nhs_url_matched_needs_text_review,Antipsychotic
aripiprazole,Abilify,schizophrenia bipolar disorder and other prescribed mental health uses,Take only if prescribed and ask a pharmacist or doctor if unsure. See the patient information leaflet for additional safety information.,NHS Medicines A to Z,https://www.nhs.uk/medicines/aripiprazole/,12/06/2026,nhs_url_matched_needs_text_review,Antipsychotic
diazepam,Valium,anxiety muscle spasms seizures and short-term sedation depending on prescription,Take only if prescribed. Can cause drowsiness dependence and dangerous interactions with alcohol or opioids.,NHS Medicines A to Z,https://www.nhs.uk/medicines/diazepam/,12/06/2026,nhs_url_matched_needs_text_review,Benzodiazepine
lorazepam,Ativan,anxiety seizures or short-term sedation depending on prescription,Take only if prescribed. Can cause drowsiness dependence and dangerous interactions with alcohol or opioids. See the patient information leaflet for additional safety information.,NHS Medicines A to Z,https://www.nhs.uk/medicines/lorazepam/,12/06/2026,nhs_url_matched_needs_text_review,Benzodiazepine
zopiclone,Zimovane,short-term sleep problems,Take only if prescribed. Can cause drowsiness dependence and next-day impairment. See the patient information leaflet for additional safety information.,NHS Medicines A to Z,https://www.nhs.uk/medicines/zopiclone/,12/06/2026,nhs_url_matched_needs_text_review,Sleeping tablet
zolpidem,Ambien;Stilnoct,short-term sleep problems,Take only if prescribed. Can cause drowsiness dependence and next-day impairment. See the patient information leaflet for additional safety information.,NHS Medicines A to Z,https://www.nhs.uk/medicines/zolpidem/,12/06/2026,nhs_url_matched_needs_text_review,Sleeping tablet
methylphenidate,Ritalin;Concerta;Tranquilyn;Atenza,attention deficit hyperactivity disorder and sometimes narcolepsy,Take only if prescribed. It needs medical monitoring and is not suitable for everyone. See the patient information leaflet for additional safety information.,BNF Drugs A to Z,https://bnf.nice.org.uk/drugs/methylphenidate-hydrochloride/,12/06/2026,bnf_url_matched_needs_text_review,Stimulant
lisdexamfetamine,Elvanse;Vyvanse,attention deficit hyperactivity disorder,Take only if prescribed. It needs medical monitoring and is not suitable for everyone. See the patient information leaflet for additional safety information.,BNF Drugs A to Z,https://bnf.nice.org.uk/drugs/lisdexamfetamine-mesilate/,12/06/2026,bnf_url_matched_needs_text_review,Stimulant
atomoxetine,Strattera,attention deficit hyperactivity disorder,Take only if prescribed. Ask a pharmacist or doctor if mood changes or heart symptoms occur,BNF Drugs A to Z,https://bnf.nice.org.uk/drugs/atomoxetine/,12/06/2026,bnf_url_matched_needs_text_review,Noradrenaline reuptake inhibitor
lamotrigine,Lamictal,epilepsy and bipolar disorder,Take only if prescribed. Seek urgent advice for rash or signs of allergic reaction.,NHS Medicines A to Z,https://www.nhs.uk/medicines/lamotrigine/,12/06/2026,nhs_url_matched_needs_text_review,Antiepileptic
levetiracetam,Keppra,epilepsy,Take only if prescribed. Ask a pharmacist or doctor if mood or behaviour changes occur. See the patient information leaflet for additional safety information.,NHS Medicines A to Z,https://www.nhs.uk/medicines/levetiracetam/,12/06/2026,nhs_url_matched_needs_text_review,Antiepileptic
sodium valproate,Epilim;Depakote,epilepsy bipolar disorder and migraine prevention in some cases,Take only if prescribed. It can seriously harm an unborn baby and has strict pregnancy prevention rules.,NHS Medicines A to Z,https://www.nhs.uk/medicines/sodium-valproate/,12/06/2026,nhs_url_matched_needs_text_review,Antiepileptic and mood stabiliser
carbamazepine,Tegretol,epilepsy nerve pain and bipolar disorder,Take only if prescribed. It has important interactions and may need blood monitoring. See the patient information leaflet for additional safety information.,NHS Medicines A to Z,https://www.nhs.uk/medicines/carbamazepine/,12/06/2026,nhs_url_matched_needs_text_review,Antiepileptic
phenytoin,Epanutin;Dilantin,epilepsy,Take only if prescribed. It needs monitoring and has many interactions.,BNF Drugs A to Z,https://bnf.nice.org.uk/drugs/phenytoin/,12/06/2026,bnf_url_matched_needs_text_review,Antiepileptic
topiramate,Topamax,epilepsy and migraine prevention,Take only if prescribed. It can harm an unborn baby and may affect mood thinking or vision. See the patient information leaflet for additional safety information.,NHS Medicines A to Z,https://www.nhs.uk/medicines/topiramate/,12/06/2026,nhs_url_matched_needs_text_review,Antiepileptic
donepezil,Aricept,dementia symptoms in Alzheimer disease,Take only if prescribed and ask a pharmacist or doctor if unsure. See the patient information leaflet for additional safety information.,NHS Medicines A to Z,https://www.nhs.uk/medicines/donepezil/,12/06/2026,nhs_url_matched_needs_text_review,Dementia medicine
memantine,Ebixa;Namenda,dementia symptoms in Alzheimer disease,Take only if prescribed and ask a pharmacist or doctor if unsure. See the patient information leaflet for additional safety information.,NHS Medicines A to Z,https://www.nhs.uk/medicines/memantine/,12/06/2026,nhs_url_matched_needs_text_review,Dementia medicine
levodopa co-careldopa,Sinemet;Lecado,Parkinson disease symptoms,Take only if prescribed. Ask a pharmacist or doctor if unsure because timing and formulation matter. See the patient information leaflet for additional safety information.,BNF Drugs A to Z,https://bnf.nice.org.uk/drugs/co-careldopa/,12/06/2026,bnf_url_matched_needs_text_review,Parkinson medicine
levodopa co-beneldopa,Madopar,Parkinson disease symptoms,Take only if prescribed. Ask a pharmacist or doctor if unsure because timing and formulation matter. See the patient information leaflet for additional safety information.,BNF Drugs A to Z,https://bnf.nice.org.uk/drugs/co-beneldopa/,12/06/2026,bnf_url_matched_needs_text_review,Parkinson medicine
ropinirole,Requip,Parkinson disease and restless legs syndrome,Take only if prescribed. Ask a pharmacist or doctor about sleepiness impulse control or mood changes. See the patient information leaflet for additional safety information.,NHS Medicines A to Z,https://www.nhs.uk/medicines/ropinirole/,12/06/2026,nhs_url_matched_needs_text_review,Dopamine agonist
pramipexole,Mirapexin;Mirapex;Pramipexole;Pipexus,Parkinson disease and restless legs syndrome,Take only if prescribed. Ask a pharmacist or doctor about sleepiness impulse control or mood changes,BNF Drugs A to Z,https://bnf.nice.org.uk/drugs/pramipexole/,12/06/2026,bnf_url_matched_needs_text_review,Dopamine agonist
tamsulosin,Flomax;Omnic,urinary symptoms from enlarged prostate,Take only if prescribed. Can cause dizziness and is not suitable for everyone. See the patient information leaflet for additional safety information.,NHS Medicines A to Z,https://www.nhs.uk/medicines/tamsulosin/,12/06/2026,nhs_url_matched_needs_text_review,Alpha blocker
finasteride,Proscar;Propecia,enlarged prostate and male pattern hair loss depending on product,Take only if prescribed or supplied for you. Pregnant people should avoid handling broken tablets.,NHS Medicines A to Z,https://www.nhs.uk/medicines/finasteride/,12/06/2026,nhs_url_matched_needs_text_review,5-alpha-reductase inhibitor
solifenacin,Vesicare,overactive bladder symptoms,Take only if prescribed. Ask a pharmacist or doctor if you have glaucoma urinary retention or severe constipation,NHS Medicines A to Z,https://www.nhs.uk/medicines/solifenacin/,12/06/2026,nhs_url_matched_needs_text_review,Antimuscarinic bladder medicine
oxybutynin,Ditropan,overactive bladder symptoms and urinary leakage,Take only if prescribed. Can cause dry mouth constipation blurred vision and drowsiness.,NHS Medicines A to Z,https://www.nhs.uk/medicines/oxybutynin/,12/06/2026,nhs_url_matched_needs_text_review,Antimuscarinic bladder medicine
mirabegron,Betmiga;Myrbetriq,overactive bladder symptoms,Take only if prescribed. Ask a pharmacist or doctor if you have high blood pressure or heart problems. See the patient information leaflet for additional safety information.,NHS Medicines A to Z,https://www.nhs.uk/medicines/mirabegron/,12/06/2026,nhs_url_matched_needs_text_review,Beta-3 adrenergic agonist
sildenafil,Viagra;Revatio,erectile dysfunction and pulmonary arterial hypertension depending on product,Do not use with nitrate medicines. Ask a pharmacist or doctor if you have heart blood pressure or eye problems,NHS Medicines A to Z,https://www.nhs.uk/medicines/sildenafil-viagra/,12/06/2026,nhs_url_matched_needs_text_review,PDE5 inhibitor
tadalafil,Cialis,erectile dysfunction urinary symptoms from enlarged prostate and pulmonary hypertension depending on product,Do not use with nitrate medicines. Ask a pharmacist or doctor if you have heart blood pressure or eye problems,NHS Medicines A to Z,https://www.nhs.uk/medicines/tadalafil/,12/06/2026,nhs_url_matched_needs_text_review,PDE5 inhibitor
ethinylestradiol levonorgestrel,Microgynon;Rigevidon;Elevin;Ambelina;Ovranette;Maexeni,contraception,Use only if prescribed or supplied for you. Ask a pharmacist or doctor about clot risk and missed-pill advice,BNF Drugs A to Z,https://bnf.nice.org.uk/drugs/ethinylestradiol-with-levonorgestrel/,12/06/2026,bnf_url_matched_needs_text_review,Combined hormonal contraceptive
desogestrel,Cerazette;Cerelle;Zelleta,contraception,Use only if prescribed or supplied for you. Ask a pharmacist or doctor if unsure about missed pills or interactions,BNF Drugs A to Z,https://bnf.nice.org.uk/drugs/desogestrel/,12/06/2026,bnf_url_matched_needs_text_review,Progestogen-only pill
levonorgestrel,Levonelle;Plan B;Norgeston;Upostelle;Emerres,emergency contraception and some contraceptive devices depending on product,Ask a pharmacist or doctor as soon as possible after unprotected sex and if unsure,BNF Drugs A to Z,https://bnf.nice.org.uk/drugs/levonorgestrel/,12/06/2026,bnf_url_matched_needs_text_review,Progestogen emergency contraceptive
medroxyprogesterone,Depo-Provera;Provera;Sayana,contraception and some hormone-related conditions,Use only if prescribed or administered for you. Ask about bone health bleeding changes and pregnancy considerations.,BNF Drugs A to Z,https://bnf.nice.org.uk/drugs/medroxyprogesterone-acetate/,12/06/2026,bnf_url_matched_needs_text_review,Progestogen
estradiol,Oestrogel;Estrace;Vagifem;Elleste;Progynova;Zumenon,hormone replacement therapy and some vaginal symptoms depending on product,Use only if prescribed or supplied for you. Ask a pharmacist or doctor about risks and correct product use. See the patient information leaflet for additional safety information.,BNF Drugs A to Z,https://bnf.nice.org.uk/drugs/estradiol/,12/06/2026,bnf_url_matched_needs_text_review,Estrogen
progesterone,Utrogestan;Gepretix;Utrogestan,hormone replacement therapy and some fertility or pregnancy-related uses,Use only if prescribed. Ask a pharmacist or doctor if unsure. See the patient information leaflet for additional safety information.,BNF Drugs A to Z,https://bnf.nice.org.uk/drugs/progesterone/,12/06/2026,bnf_url_matched_needs_text_review,Progestogen
ferrous sulfate,Ferrograd;Feospan,iron deficiency anaemia and iron replacement,Ask a pharmacist or doctor if unsure. Keep iron tablets away from children because overdose can be dangerous. See the patient information leaflet for additional safety information.,NHS Medicines A to Z,https://www.nhs.uk/medicines/ferrous-sulfate/,12/06/2026,nhs_url_matched_needs_text_review,Iron supplement
folic acid,Folvite,folate deficiency and pregnancy supplementation,Ask a pharmacist or doctor if unsure especially if treating anaemia or taking other medicines,NHS Medicines A to Z,https://www.nhs.uk/medicines/folic-acid/,12/06/2026,nhs_url_matched_needs_text_review,Vitamin supplement
cyanocobalamin,Vitamin B12;Nascobal,vitamin B12 deficiency,Ask a pharmacist or doctor if unsure especially if symptoms of anaemia or nerve problems are present. See the patient information leaflet for additional safety information.,NHS Medicines A to Z,https://www.nhs.uk/medicines/cyanocobalamin/,12/06/2026,nhs_url_matched_needs_text_review,Vitamin B12
colecalciferol,Vitamin D3;Fultium-D3,vitamin D deficiency and bone health support,Ask a pharmacist or doctor if unsure especially if taking calcium or kidney medicines,NHS Medicines A to Z,https://www.nhs.uk/medicines/colecalciferol/,12/06/2026,nhs_url_matched_needs_text_review,Vitamin D
colecalciferol,"Adcal-D3;Caltrate D;BetterYou, Desunin, Stexerol, Strivit",bone health and calcium plus vitamin D replacement treats and prevents lack of vitamin D,Ask a pharmacist or doctor if you have kidney problems high calcium or take interacting medicines,NHS Medicines A to Z,https://www.nhs.uk/medicines/colecalciferol/,12/06/2026,nhs_url_matched_needs_text_review,Calcium vitamin D combination
alendronic acid,Fosamax,bone thinning osteoporosis and fracture prevention,Take only if prescribed. It must be taken correctly to avoid throat irritation and is not suitable for everyone. See the patient information leaflet for additional safety information.,NHS Medicines A to Z,https://www.nhs.uk/medicines/alendronic-acid/,12/06/2026,nhs_url_matched_needs_text_review,Bisphosphonate
risedronate,Actonel,bone thinning osteoporosis and fracture prevention,Take only if prescribed. It must be taken correctly to avoid throat irritation and is not suitable for everyone. See the patient information leaflet for additional safety information.,BNF Drugs A to Z,https://bnf.nice.org.uk/drugs/risedronate-sodium/,12/06/2026,bnf_url_matched_needs_text_review,Bisphosphonate
allopurinol,Zyloric,gout prevention by lowering uric acid,Take only if prescribed. Seek urgent advice for rash or allergic symptoms. See the patient information leaflet for additional safety information.,NHS Medicines A to Z,https://www.nhs.uk/medicines/allopurinol/,12/06/2026,nhs_url_matched_needs_text_review,Gout medicine
colchicine,Colcrys,gout flare treatment and some inflammatory conditions,Take only if prescribed or supplied for you. It can be toxic at high doses and interacts with some medicines. See the patient information leaflet for additional safety information.,NHS Medicines A to Z,https://www.nhs.uk/medicines/colchicine/,12/06/2026,nhs_url_matched_needs_text_review,Gout medicine
methotrexate,Metoject;Rasuvo,arthritis psoriasis and some cancers depending on dose and product,Take only if prescribed. Wrong dosing can be dangerous and regular monitoring is needed. See the patient information leaflet for additional safety information.,NHS Medicines A to Z,https://www.nhs.uk/medicines/methotrexate/,12/06/2026,nhs_url_matched_needs_text_review,DMARD and antimetabolite
hydroxychloroquine,Plaquenil,rheumatoid arthritis lupus and some inflammatory conditions,Take only if prescribed. Eye monitoring may be needed with long-term use.,NHS Medicines A to Z,https://www.nhs.uk/medicines/hydroxychloroquine/,12/06/2026,nhs_url_matched_needs_text_review,DMARD
sulfasalazine,Salazopyrin,rheumatoid arthritis ulcerative colitis and Crohn disease,Take only if prescribed. Blood monitoring may be needed and allergies can occur. See the patient information leaflet for additional safety information.,NHS Medicines A to Z,https://www.nhs.uk/medicines/sulfasalazine/,12/06/2026,nhs_url_matched_needs_text_review,DMARD
azathioprine,Imuran,immune conditions and transplant-related uses,Take only if prescribed. Blood monitoring and infection precautions may be needed. See the patient information leaflet for additional safety information.,NHS Medicines A to Z,https://www.nhs.uk/medicines/azathioprine/,12/06/2026,nhs_url_matched_needs_text_review,Immunosuppressant antimetabolite
mesalazine,Asacol;Pentasa;Salofalk,ulcerative colitis and Crohn disease,Take only if prescribed and ask a pharmacist or doctor if symptoms worsen. See the patient information leaflet for additional safety information.,NHS Medicines A to Z,https://www.nhs.uk/medicines/mesalazine/,12/06/2026,nhs_url_matched_needs_text_review,Aminosalicylate
isotretinoin,Roaccutane;Accutane,severe acne,Take only if prescribed by a specialist. It can seriously harm an unborn baby and needs strict monitoring. See the patient information leaflet for additional safety information.,BNF Drugs A to Z,https://bnf.nice.org.uk/drugs/isotretinoin/,12/06/2026,bnf_url_matched_needs_text_review,Retinoid
adapalene,Differin,acne,Use only as directed. Avoid use in pregnancy unless a clinician says it is safe.,BNF Drugs A to Z,https://bnf.nice.org.uk/drugs/adapalene/,12/06/2026,bnf_url_matched_needs_text_review,Topical retinoid
benzoyl peroxide,Acnecide;PanOxyl,acne,Use only as directed. It can irritate skin and bleach fabrics.,NHS Medicines A to Z,https://www.nhs.uk/medicines/benzoyl-peroxide/,12/06/2026,nhs_url_matched_needs_text_review,Topical acne treatment
hydrocortisone cream,Hydrocortisone cream,mild skin inflammation itching and eczema flares,Use only as directed. Ask a pharmacist or doctor before using on face genitals broken skin or children,NHS Medicines A to Z,https://www.nhs.uk/medicines/hydrocortisone-skin-cream/,12/06/2026,nhs_url_matched_needs_text_review,Topical steroid
betamethasone,Betnovate;Betnesol;Diprosone;Betnovate;Betacap,skin inflammation such as eczema or psoriasis depending on product,Use only as prescribed. Strong steroid creams are not suitable for all areas of skin.,BNF Drugs A to Z,https://bnf.nice.org.uk/drugs/betamethasone/,12/06/2026,bnf_url_matched_needs_text_review,Topical steroid
mometasone,Elocon;Nasonex,skin inflammation or nasal allergy depending on product,Use only as prescribed or directed. Different forms are used for different conditions.,BNF Drugs A to Z,https://bnf.nice.org.uk/drugs/mometasone-furoate/,12/06/2026,bnf_url_matched_needs_text_review,Corticosteroid
fusidic acid,Fucidin,bacterial skin infections,Use only as prescribed. Ask a pharmacist or doctor if symptoms spread or worsen. See the patient information leaflet for additional safety information.,NHS Medicines A to Z,https://www.nhs.uk/medicines/fusidic-acid/,12/06/2026,nhs_url_matched_needs_text_review,Topical antibiotic
chlorhexidine,Hibiscrub;Corsodyl,skin mouth or wound antisepsis depending on product,Use only as directed. Products differ and should not be used in eyes or ears unless specifically directed. See the patient information leaflet for additional safety information.,NHS Medicines A to Z,https://www.nhs.uk/medicines/chlorhexidine/,12/06/2026,nhs_url_matched_needs_text_review,Antiseptic
lidocaine,Lignocaine;Xylocaine;Versatis;Vagisil,local numbing for pain itching procedures or mouth symptoms depending on product,Use only as directed. Too much can be harmful and products differ. See the patient information leaflet for additional safety information.,BNF Drugs A to Z,https://bnf.nice.org.uk/drugs/lidocaine-hydrochloride/,12/06/2026,bnf_url_matched_needs_text_review,Local anaesthetic
latanoprost,Xalatan,lowering eye pressure in glaucoma or ocular hypertension,Use only if prescribed. Ask a pharmacist or doctor if eye pain vision changes or severe irritation occur. See the patient information leaflet for additional safety information.,NHS Medicines A to Z,https://www.nhs.uk/medicines/latanoprost/,12/06/2026,nhs_url_matched_needs_text_review,Prostaglandin analogue eye drop
timolol eye drops,Timoptol,lowering eye pressure in glaucoma or ocular hypertension,Use only if prescribed. Ask a pharmacist or doctor if asthma breathing heart or pulse problems exist. See the patient information leaflet for additional safety information.,NHS Medicines A to Z,https://www.nhs.uk/medicines/timolol-eye-drops/,12/06/2026,nhs_url_matched_needs_text_review,Beta blocker eye drop
dorzolamide,Trusopt;Dimaz;Vizidor,lowering eye pressure in glaucoma or ocular hypertension,Use only if prescribed and ask a pharmacist or doctor if unsure. See the patient information leaflet for additional safety information.,BNF Drugs A to Z,https://bnf.nice.org.uk/drugs/dorzolamide/,12/06/2026,bnf_url_matched_needs_text_review,Carbonic anhydrase inhibitor eye drop
chloramphenicol,Chloromycetin,bacterial eye infections and some ear infections depending on product,Use only as directed. Ask a pharmacist or doctor if pain vision changes or symptoms worsen. See the patient information leaflet for additional safety information.,NHS Medicines A to Z,https://www.nhs.uk/medicines/chloramphenicol/,12/06/2026,nhs_url_matched_needs_text_review,Antibiotic
